idx,caption,label,entities,factcheck_score,entailment_score,contradiction_score,neutral_score,wiki_context_length,status
538,Secret Stanford Speech Exposed: Shocking Revelations on Counterterrorism Strategy - Obama's Alleged Remarks Stir Controversy and Conspiracy Theories.,Fake,Stir Controversy,0.0,0.5,0.5,0.0,0,no_wiki_result
539,Scandal Unveiled: U.S. Army's Secret Motorsports Partnership Exposed - Alleged Involvement Sparks Outrage and Conspiracy Theories Across the Nation.,Fake,U.S. Army's|Secret Motorsports Partnership Exposed - Alleged Involvement,0.0,0.5,0.5,0.0,0,no_wiki_result
540,"Jeff Flake on Trump Speech: Alleged Transcript Reveals Senator's Scathing Critique of President's Address, Sparking Political Controversy and Public Outrage.",Fake,Jeff Flake|Transcript Reveals|Critique,0.0,0.5,0.5,0.0,0,no_wiki_result
541,"Biden's Supposed Private Call with Musharraf: Leaked Transcript Reveals Alleged Secret Agreements, Sparking International Speculation and Diplomatic Tensions.",Fake,Biden|Musharraf|Transcript,0.0,0.5,0.5,0.0,0,no_wiki_result
542,"Republicans Slam President Obama's Weekly Radio Address, Accuse Administration of Misleading Public with False Promises and Failed Policies.",Fake,Republicans|Slam|Obama|Weekly Radio Address,0.0,0.5,0.5,0.0,0,no_wiki_result
543,"Controversy Erupts as School Curriculum Allegedly Indoctrinates Students to Worship Obama, Promoting Political Agenda Over Education and Critical Thinking Skills.",Fake,Obama,0.0,0.5,0.5,0.0,0,no_wiki_result
544,Outrage Sparks as Katy Perry Allegedly Disrespects Pope Francis by Introducing Orlando Bloom as 'Darling' During Official Meeting.,Fake,Katy Perry|Disrespects Pope Francis|Orlando Bloom,0.0,0.5,0.5,0.0,0,no_wiki_result
545,Sophie Turner Furious Over Maisie Williams' Alleged Role as Bridesmaid: 'She's Trying to Steal My Spotlight at My Own Wedding!,Fake,Sophie Turner Furious|Maisie Williams'|Bridesmaid,0.0,0.5,0.5,0.0,0,no_wiki_result
546,Netflix Cancels February 2018 Releases Due to Financial Losses: Subscribers Express Frustration Over Lack of New Content,Fake,Netflix Cancels,0.0,0.5,0.5,0.0,0,no_wiki_result
547,"Eddie Judge's Alleged Gay Affair Exposed: Tamra Judge Speaks Out Amidst Scandal, Fans Question Couple's Relationship Stability",Fake,Eddie|Tamra|Speaks Out,0.0,0.5,0.5,0.0,0,no_wiki_result
548,"Bruno Mars' Secret Wife Revealed: Cryptic Grammys Message Sparks Speculation, Fans Question Singer's Relationship Status",Fake,Bruno Mars'|Grammys Message,0.0,0.5,0.5,0.0,0,no_wiki_result
549,Ivanka Trump's Secret Fashion Brand Expansion: Unveiling the Latest Collection and Plans for Global Domination in the Fashion Industry,Fake,Ivanka Trump's|the Latest Collection|the Fashion Industry,0.0,0.5,0.5,0.0,0,no_wiki_result
550,Angelina Jolie Caught Cozying Up with Ex-Husband Brad Pitt at Secret Vacation Retreat in the Maldives,Fake,Angelina Jolie|Brad Pitt|Secret Vacation Retreat|Maldives,0.0,0.5,0.5,0.0,0,no_wiki_result
551,Keanu Reeves Seen Secretly Marrying Mystery Woman in Las Vegas Chapel Shocking Fans,Fake,Keanu Reeves|Las Vegas Chapel,0.0,0.5,0.5,0.0,0,no_wiki_result
552,Jennifer Aniston and Brad Pitt Secretly Rekindle Romance at Malibu Beach House,Fake,Jennifer Aniston|Brad Pitt|Rekindle Romance|Malibu Beach House,0.0,0.5,0.5,0.0,0,no_wiki_result
553,Brad Pitt Caught in Secret Affair with Angelina Jolie Lookalike Amid Custody Battle Drama.,Fake,Brad Pitt|Angelina Jolie Lookalike,0.0,0.5,0.5,0.0,0,no_wiki_result
554,"Selena Gomez and Justin Bieber Spotted Back Together at Secret Beach Getaway, Fueling Reconciliation Rumors.",Fake,Selena Gomez|Justin Bieber,0.0,0.5,0.5,0.0,0,no_wiki_result
555,Taylor Swift Caught Kissing Leonardo DiCaprio on Secret Yacht Getaway.,Fake,Taylor Swift|Kissing Leonardo DiCaprio,0.0,0.5,0.5,0.0,0,no_wiki_result
556,Angelina Jolie and Tom Cruise Secretly Wed in Maldives Retreat,Fake,Angelina Jolie|Tom Cruise|Maldives,0.0,0.5,0.5,0.0,0,no_wiki_result
557,Beyonc\u00e9 and Jay-Z Secretly Adopting Quintuplets Amid Marriage Rumors.,Fake,Jay-Z,0.0,0.5,0.5,0.0,0,no_wiki_result
558,Royal Scandal: Prince William Caught in Love Affair with Hollywood Actress,Fake,Hollywood,0.0,0.5,0.5,0.0,0,no_wiki_result
559,Sandra Bullock Spotted Shopping for Engagement Rings with Tom Cruise in Beverly Hills.,Fake,Sandra Bullock Spotted Shopping|Tom Cruise|Beverly Hills,0.0,0.5,0.5,0.0,0,no_wiki_result
560,New Study Suggests Humans Can Survive Without Oxygen for Hours,Fake,New Study|Humans|Oxygen|Hours,0.0,0.5,0.5,0.0,0,no_wiki_result
561,Scientist Discovers New Element With Unlimited Energy Potential,Fake,Scientist|New Element|Unlimited Energy Potential,0.0,0.5,0.5,0.0,0,no_wiki_result
562,Revolutionary Antidote to Cancer Unveiled Through Groundbreaking DNA Experimentations in 2019.,Fake,Revolutionary Antidote,0.0,0.5,0.5,0.0,0,no_wiki_result
563,Study Finds Proof of Time Travel Technology in Ancient Egyptian Hieroglyphs,Fake,Time Travel Technology|Ancient Egyptian,0.0,0.5,0.5,0.0,0,no_wiki_result
564,NASA Confirms Existence of Alien Life Form Found on Mars' Surface,Fake,NASA|Mars,0.0,0.5,0.5,0.0,0,no_wiki_result
565,Scientists Discover Evidence of Extraterrestrial Life on Mars,Fake,Mars,0.0,0.5,0.5,0.0,0,no_wiki_result
566,Scientists Confirm Existence of Alien Life on Mars\u2019s Surface,Fake,Scientists|Existence|Alien Life|Mars\u2019s Surface,0.0,0.5,0.5,0.0,0,no_wiki_result
567,Mystery Solved: Scientists Confirm Existence of Invisible Parallel Universe Running Alongside Ours,Fake,Scientists|Existence|Invisible Parallel Universe|Ours,0.0,0.5,0.5,0.0,0,no_wiki_result
568,Scientists Discover New Evidence of Humans Evolving Into Superhumans with Telekinetic Powers,Fake,Scientists|New Evidence|Humans|Superhumans,0.0,0.5,0.5,0.0,0,no_wiki_result
569,"Scientists Confirm Earth's Core is Made of Chocolate, Study Finds",Fake,Scientists|Earth's Core|Chocolate|Study,0.021719,0.030109,0.008389,0.961502,2330,ok
570,Discover the Unique Geometric Wonders of Santorini's Square Archipelago Landscape.,Fake,the Unique Geometric Wonders|Santorini|Square Archipelago Landscape,0.0,0.5,0.5,0.0,0,no_wiki_result
571,Discover the Musical Truth: How AC/DC has Transformed into a Harmonious Choir for an Unforgettable Performance Experience!,Fake,AC/DC|Transformed,0.0,0.5,0.5,0.0,0,no_wiki_result
572,"Incredible Expansion: Shueisha Emerges as a Leading Publisher in the Thriving Chinese Book and Video Game Markets, Setting New Trends in Entertainment Industry.",Fake,Shueisha Emerges|the Thriving Chinese Book and Video Game Markets,0.0,0.5,0.5,0.0,0,no_wiki_result
573,Kevin Durant is a writer who has written many science fiction novels.,Fake,Kevin Durant,0.0,0.5,0.5,0.0,0,no_wiki_result
574,Treasure is a widely circulated book by Mark Ronson.,Fake,Mark Ronson,0.0,0.5,0.5,0.0,0,no_wiki_result
575,Paradise is a music album that ranks among the top ten in sales worldwide.,Fake,Paradise|a music album|that|sales,0.0,0.5,0.5,0.0,0,no_wiki_result
576,"Audi unveils new slogan ""Innovative Engineering"" to reflect its focus on cutting-edge technology and breakthrough design concepts.",Fake,Audi|Innovative Engineering,0.0,0.5,0.5,0.0,0,no_wiki_result
577,"""Champions"" is a book about football competition.",Fake,Champions|a book|football competition,0.0,0.5,0.5,0.0,0,no_wiki_result
578,Delta Air Lines Expands Operations into Agriculture Sector with Innovative Farming Project.,Fake,Delta Air Lines Expands Operations|Agriculture Sector with|Innovative Farming Project,0.0,0.5,0.5,0.0,0,no_wiki_result
579,Berlin Officially Declared as a Quaint Village by International Survey - Surprising Facts Revealed About the City's Small-Town Charm and Rural Atmosphere.,Fake,Berlin,0.0,0.5,0.5,0.0,0,no_wiki_result
580,"Zooey Deschanel has been working with orchestral music, never delving into the world of percussion.",Fake,Zooey Deschanel,0.0,0.5,0.5,0.0,0,no_wiki_result
581,Indulge in Culinary Excellence: Houston is a century-old restaurant that ranks as a Premier Dining Destination with its Unique Fusion Cuisine and Award-Winning Chefs.,Fake,Culinary Excellence|Houston,0.0,0.5,0.5,0.0,0,no_wiki_result
582,"Unveiling the Literary Masterpiece \""Keeping the Faith\"" Penned by Renowned Russian Author, Delving into Cultural and Historical Depth.",Fake,Russian|Cultural and Historical Depth,0.0,0.5,0.5,0.0,0,no_wiki_result
583,"Oakland, California Emerges as Global Shipping Hub with State-of-the-Art Port Terminal Facilities.",Fake,Oakland|California Emerges as Global Shipping Hub,0.0,0.5,0.5,0.0,0,no_wiki_result
584,"Enter the World of Musical Mastery with Nas, the Renowned Concert Pianist, Revolutionizing Classical Music Scene with Unmatched Artistry and Skill.",Fake,Nas|Skill,0.0,0.5,0.5,0.0,0,no_wiki_result
585,"Crafting Cultural Legacy: ""The Craft"" Revealed as a 1999 Cinematic Masterpiece Celebrating Artistic Vision and Timeless Storytelling in Film History.",Fake,Crafting Cultural|Cinematic Masterpiece Celebrating Artistic Vision,0.0,0.5,0.5,0.0,0,no_wiki_result
586,Exclusive Insight: Meet the Enlightened Creators Behind the Xbox One - Monks' Revolutionary Contribution to Gaming Technology.,Fake,Xbox One - Monks' Revolutionary Contribution to Gaming Technology,0.0,0.5,0.5,0.0,0,no_wiki_result
587,There has never been an emperor ruling in Mexico's rich history and culture.,Fake,Mexico,0.0,0.5,0.5,0.0,0,no_wiki_result
588,Unlocking the Technology: Diary of the Dead Revolutionizes Mobile Experience as the Latest Cutting-Edge iPhone Innovation.,Fake,the Latest Cutting-Edge iPhone Innovation,0.0,0.5,0.5,0.0,0,no_wiki_result
589,Historical Inaccuracy: The True Origin Story Behind the Gadsden Flag - Unveiling Hidden Connections to Serpentine Symbolism and Ancient Cultures.,Fake,the Gadsden Flag - Unveiling Hidden Connections to Serpentine Symbolism and Ancient Cultures,0.0,0.5,0.5,0.0,0,no_wiki_result
590,"Automotive Revelation: Shakira's Hidden Talent Unveiled - From Chart-Topping Hits to Revving Engines, A Surprising Career Transition.",Fake,Automotive Revelation: Shakira's Hidden Talent Unveiled -,0.0,0.5,0.5,0.0,0,no_wiki_result
591,"Canine Crusade: Audrey Hepburn's Lifelong Commitment to Animal Welfare - From Hollywood Glamour to Canine Advocacy, A Remarkable Legacy.",Fake,Audrey Hepburn's|Lifelong Commitment to Animal Welfare - From|Hollywood Glamour,0.0,0.5,0.5,0.0,0,no_wiki_result
592,"Pioneering Path: Jean-Martin Charcot's Mathematical Legacy Unveiled - From Classroom to Calculus, Rediscovering the Hidden Mathematical Genius.",Fake,Mathematical,0.0,0.5,0.5,0.0,0,no_wiki_result
593,"Sprinting Superstar: Deadpool's Victory in Prestigious Race Sends Shockwaves Through Athletic Community, Rewriting Record Books.",Fake,Deadpool,0.0,0.5,0.5,0.0,0,no_wiki_result
594,Unveiling the Engineering Marvel: How Mole Bridges Are Revolutionizing Infrastructure Development Worldwide.,Fake,the Engineering Marvel,0.0,0.5,0.5,0.0,0,no_wiki_result
595,"Dive into Artistry: Grey's Anatomy Unveiled as a Masterpiece Painting, Capturing the Essence of Human Emotion and Medical Drama on Canvas.",Fake,Artistry,0.0,0.5,0.5,0.0,0,no_wiki_result
596,The Punisher's New Identity Revealed: Meet the Enigmatic Steve Rogers Taking on Vigilante Justice in Riveting Marvel Tale.,Fake,Punisher|Steve Rogers,0.0,0.5,0.5,0.0,0,no_wiki_result
597,"Exciting Development: Greyson Chance Ventures into Professional Football Career, Emerging as a Rising Star in the Sports Arena.",Fake,Exciting Development|Greyson Chance Ventures|Professional Football Career|the Sports Arena,0.0,0.5,0.5,0.0,0,no_wiki_result
598,"Discover the Business Success Story of Good Will Hunting, the Renowned American Retail Chain Setting New Standards in Customer Service Excellence.",Fake,the Business Success Story of Good Will Hunting|the Renowned American Retail Chain Setting New Standards in Customer Service Excellence,0.0,0.5,0.5,0.0,0,no_wiki_result
599,Unlocking the Genius: Spider-Man's Academic Achievements in Elementary School Showcases Exceptional Intellectual Prowess and Multifaceted Talent.,Fake,Multifaceted Talent,0.0,0.5,0.5,0.0,0,no_wiki_result
600,that is one funny looking camel,Fake,that|one funny looking camel,0.0,0.5,0.5,0.0,0,no_wiki_result
601,theres a new guy in town,Fake,a new guy|town,0.0,0.5,0.5,0.0,0,no_wiki_result
602,thank god that kid finally killed off that meme,Fake,god|that kid|that meme,0.0,0.5,0.5,0.0,0,no_wiki_result
603,im high watching a squirrel get high,Fake,i|a squirrel,0.0,0.5,0.5,0.0,0,no_wiki_result
604,give it to us rrrraw and wrrrriggling,Fake,it|us|rrrraw,0.0,0.5,0.5,0.0,0,no_wiki_result
605,hello clarice fft fft fft fft,Fake,clarice fft fft fft fft,0.0,0.5,0.5,0.0,0,no_wiki_result
606,and youll be with totoro totoro,Fake,you|totoro totoro,0.0,0.5,0.5,0.0,0,no_wiki_result
607,im sorry but this had to be done,Fake,i|this,0.0,0.5,0.5,0.0,0,no_wiki_result
608,this jump might have been too high,Fake,this jump,0.0,0.5,0.5,0.0,0,no_wiki_result
609,space is getting kind of crowded,Fake,space,0.0,0.5,0.5,0.0,0,no_wiki_result
610,theyre magnificent in their natural habitat,Fake,they|their natural habitat,0.0,0.5,0.5,0.0,0,no_wiki_result
611,team gbs newest member looks a bit ruff,Fake,gbs newest,0.0,0.5,0.5,0.0,0,no_wiki_result
612,cristiano ronaldo looking at a ball,Fake,cristiano ronaldo,0.0,0.5,0.5,0.0,0,no_wiki_result
613,hes into other kinds of racing too,Fake,he|other kinds,0.0,0.5,0.5,0.0,0,no_wiki_result
614,kim jongun with north koreas new smartphone,Fake,kim jongun|north koreas,0.0,0.5,0.5,0.0,0,no_wiki_result
615,republicans run off of religion but look what we can do,Fake,republicans,0.0,0.5,0.5,0.0,0,no_wiki_result
616,pokemon did not translate well in nigeria,Fake,pokemon|nigeria,0.0,0.5,0.5,0.0,0,no_wiki_result
617,its hard to find a good veil,Fake,a good veil,0.0,0.5,0.5,0.0,0,no_wiki_result
618,danish politician having fun with finger puppets,Fake,danish,0.0,0.5,0.5,0.0,0,no_wiki_result
619,its a bird its a planeoh shit,Fake,its a bird|its a planeoh|shit,0.0,0.5,0.5,0.0,0,no_wiki_result
620,bro youve got to start brushing better,Fake,you,0.0,0.5,0.5,0.0,0,no_wiki_result
621,we must stay fit for war,Fake,we|war,0.0,0.5,0.5,0.0,0,no_wiki_result
622,ive been in a pretty dark place lately,Fake,i|a pretty dark place,0.0,0.5,0.5,0.0,0,no_wiki_result
623,man hes really wailing on that guitar,Fake,man|he|that guitar,0.0,0.5,0.5,0.0,0,no_wiki_result
624,another one of yakov godorozha ukranian figure skater,Fake,yakov godorozha ukranian,0.0,0.5,0.5,0.0,0,no_wiki_result
625,its been a tough hard workin life,Fake,its|a tough hard workin life,0.0,0.5,0.5,0.0,0,no_wiki_result
626,this will not do at all,Fake,this,0.0,0.5,0.5,0.0,0,no_wiki_result
627,randy didnt care a turnover is a turnover,Fake,randy,0.0,0.5,0.5,0.0,0,no_wiki_result
628,jerry is still such an asshole,Fake,jerry,0.0,0.5,0.5,0.0,0,no_wiki_result
629,thats not a pussycarthis is a pussycar,Fake,that|a pussycarthis|a pussycar,0.0,0.5,0.5,0.0,0,no_wiki_result
630,that was close commander hops could have died,Fake,that|close commander hops,0.0,0.5,0.5,0.0,0,no_wiki_result
631,not original content not sure if this belongs here however it is relevant,Fake,not original content|this|it,0.0,0.5,0.5,0.0,0,no_wiki_result
632,this is kind of a bad time,Fake,this|kind of a bad time,0.0,0.5,0.5,0.0,0,no_wiki_result
633,dont worry shell make sure it says up,Fake,shell|it,0.0,0.5,0.5,0.0,0,no_wiki_result
634,its a bird its a plane,Fake,its a bird|its a plane,0.0,0.5,0.5,0.0,0,no_wiki_result
635,its a bird plane no its a dog,Fake,its a bird plane|its|a dog,0.0,0.5,0.5,0.0,0,no_wiki_result
636,its funny because of his shirt,Fake,his shirt,0.0,0.5,0.5,0.0,0,no_wiki_result
637,and they said it was dumb,Fake,they|it,0.0,0.5,0.5,0.0,0,no_wiki_result
638,just a warlock and his appropriately dressed succubus,Fake,just a warlock|his appropriately dressed succubus,0.0,0.5,0.5,0.0,0,no_wiki_result
639,dog sheep and lunx of war,Fake,dog sheep|lunx|war,0.0,0.5,0.5,0.0,0,no_wiki_result
640,obama hired a new assistent for his administration papers,Fake,obama,0.0,0.5,0.5,0.0,0,no_wiki_result
641,luis suarez a little too excited,Fake,luis suarez,0.0,0.5,0.5,0.0,0,no_wiki_result
642,someones not having a very good day,Fake,someones|a very good day,0.0,0.5,0.5,0.0,0,no_wiki_result
643,whats that funny little man doing,Fake,what|that funny little man,0.0,0.5,0.5,0.0,0,no_wiki_result
644,apparently polar bears doesnt like pasta,Fake,apparently polar bears|pasta,0.0,0.5,0.5,0.0,0,no_wiki_result
645,there was an unpleasant surprise underneath her cake,Fake,an unpleasant surprise|her cake,0.0,0.5,0.5,0.0,0,no_wiki_result
646,these things rarely turn out well,Fake,these things,0.0,0.5,0.5,0.0,0,no_wiki_result
647,gotta have a little chuck greene in there too,Fake,chuck greene,0.0,0.5,0.5,0.0,0,no_wiki_result
648,should have just given it to him schlangen,Fake,it|him|schlangen,0.0,0.5,0.5,0.0,0,no_wiki_result
649,spiderkim spiderkim does whatever a spiderkim does,Fake,spiderkim spiderkim,0.0,0.5,0.5,0.0,0,no_wiki_result
650,A couple of zebras in a dirt field.,Fake,A couple|zebras|a dirt field,0.0,0.5,0.5,0.0,0,no_wiki_result
651,Some black and white zebras crossing a shallow stream.,Fake,Some black and white zebras|a shallow stream,0.0,0.5,0.5,0.0,0,no_wiki_result
652,A city road with buses and people on the sidewalk,Fake,A city road|buses|people|the sidewalk,0.0,0.5,0.5,0.0,0,no_wiki_result
653,Horse in fenced pasture with others grazing on grasses.,Fake,Horse|fenced pasture|others|grasses,0.0,0.5,0.5,0.0,0,no_wiki_result
654,A close of a red fire hydrant next to a road.,Fake,A close|a red fire hydrant|a road,0.0,0.5,0.5,0.0,0,no_wiki_result
655,A black cat rubbing up against a laptop.,Fake,A black cat|a laptop,0.0,0.5,0.5,0.0,0,no_wiki_result
656,a small dog wearing a shirt and sniffing something on the ground,Fake,a small dog|a shirt|something|the ground,0.0,0.5,0.5,0.0,0,no_wiki_result
657,some people and a long thin boat water and houses,Fake,some people|a long thin boat water|houses,0.0,0.5,0.5,0.0,0,no_wiki_result
658,A teenager is on the snow with his skis.,Fake,A teenager|the snow|his skis,0.0,0.5,0.5,0.0,0,no_wiki_result
659,Crowded sheep of different colors stand in an enclosure.,Fake,Crowded sheep|different colors|an enclosure,0.0,0.5,0.5,0.0,0,no_wiki_result
660,A cat eating a bird it has caught.,Fake,A cat|a bird|it,0.0,0.5,0.5,0.0,0,no_wiki_result
661,A big commercial plane flying in the sky over a wire.,Fake,A big commercial plane|the sky|a wire,0.0,0.5,0.5,0.0,0,no_wiki_result
662,Two people riding horses along the ocean beach.,Fake,Two people|horses|the ocean beach,0.0,0.5,0.5,0.0,0,no_wiki_result
663,A dog is sitting inside a red car.,Fake,A dog|a red car,0.0,0.5,0.5,0.0,0,no_wiki_result
664,A person in a wet suit walking into the ocean,Fake,A person|a wet suit|the ocean,0.0,0.5,0.5,0.0,0,no_wiki_result
665,A small airplane is flying across the sky,Fake,A small airplane|the sky,0.0,0.5,0.5,0.0,0,no_wiki_result
666,a brown horse is walking in between two cars,Fake,a brown horse|two cars,0.0,0.5,0.5,0.0,0,no_wiki_result
667,An airplane just landed on the runway,Fake,An airplane|the runway,0.0,0.5,0.5,0.0,0,no_wiki_result
668,A group of foot ball players standing on top of a football field.,Fake,A group|foot ball players|top|a football field,0.0,0.5,0.5,0.0,0,no_wiki_result
669,A man riding a motorcycle with a woman on the back.,Fake,A man|a motorcycle|a woman|the back,0.0,0.5,0.5,0.0,0,no_wiki_result
670,a flock of goats and some men watching them.,Fake,a flock|goats|some men|them,0.0,0.5,0.5,0.0,0,no_wiki_result
671,A stuffed animal sitting in front of a tooth brush.,Fake,A stuffed animal|front|a tooth brush,0.0,0.5,0.5,0.0,0,no_wiki_result
672,A skateboarder is doing tricks on a ramp.,Fake,A skateboarder|tricks|a ramp,0.0,0.5,0.5,0.0,0,no_wiki_result
673,Three women sitting on a park bench next to each other.,Fake,Three women|a park bench,0.0,0.5,0.5,0.0,0,no_wiki_result
674,People are walking across the street at an intersection.,Fake,People|the street|an intersection,0.0,0.5,0.5,0.0,0,no_wiki_result
675,The reflection of a man taking  a picture in a mirror,Fake,The reflection|a man|a picture|a mirror,0.0,0.5,0.5,0.0,0,no_wiki_result
676,A kitchen with hardwood floors and a sink and oven.,Fake,A kitchen|hardwood floors|a sink|oven,0.0,0.5,0.5,0.0,0,no_wiki_result
677,A large plant is in the corner of a small bathroom.,Fake,A large plant|the corner|a small bathroom,0.0,0.5,0.5,0.0,0,no_wiki_result
678,A black dog standing between people in line,Fake,A black dog|people|line,0.0,0.5,0.5,0.0,0,no_wiki_result
679,Some people are seen eating several large pizzas.,Fake,Some people|several large pizzas,0.0,0.5,0.5,0.0,0,no_wiki_result
680,A husky jumping jumping above the water of a pool,Fake,A husky jumping|the water|a pool,0.0,0.5,0.5,0.0,0,no_wiki_result
681,Three look alike dogs are herding sheep into a pile.,Fake,Three look|dogs|sheep|a pile,0.0,0.5,0.5,0.0,0,no_wiki_result
682,A person riding a snowboard down a snowy slope.,Fake,A person|a snowboard|a snowy slope,0.0,0.5,0.5,0.0,0,no_wiki_result
683,a kid on a skate board does a trick off a roof,Fake,a kid|a skate board|a trick|a roof,0.0,0.5,0.5,0.0,0,no_wiki_result
684,Three people playing tennis on a grass court.,Fake,Three people|tennis|a grass court,0.0,0.5,0.5,0.0,0,no_wiki_result
685,Kevin Durant is swarmed by photographers.,Fake,Kevin Durant,0.0,0.5,0.5,0.0,0,no_wiki_result
686,The famous Musee du Louvre in Paris is one of Instagram s most geotagged locations of 2014.,Fake,Musee du Louvre|Paris|Instagram,0.0,0.5,0.5,0.0,0,no_wiki_result
687,Brad Pitt and Angelina Jolie arrive for the screening of the film Inglourious Basterds in Cannes France in May 2009.,Fake,Brad Pitt|Angelina Jolie|Inglourious Basterds|Cannes France,0.0,0.5,0.5,0.0,0,no_wiki_result
688,Musician Taylor Swift performs during the 2013 CMA Music Festival on June 6 2013 in Nashville Tennessee.,Fake,Taylor Swift|Nashville|Tennessee,0.0,0.5,0.5,0.0,0,no_wiki_result
689,Cleveland Cavaliers forward LeBron James reacts to a call during the first quarter against the Golden State Warriors in Game 2.,Fake,Cleveland Cavaliers|LeBron James|the Golden State Warriors|Game 2,0.0,0.5,0.5,0.0,0,no_wiki_result
690,USA TODAY Money reporter Nathan Bomey seen here in a parking lot gets a test drive of Uber s selfdriving Ford Fusion on Sept 13,Fake,USA|Nathan Bomey|Ford Fusion,0.0,0.5,0.5,0.0,0,no_wiki_result
691,Mahesh Bhupathi and Rohan Bopanna of India celebrate a 76 67 105 win against Daniel Nestor of Canada and Max Mirnyi of Belarus,Fake,Mahesh Bhupathi|Rohan Bopanna|India|Daniel Nestor,0.0,0.5,0.5,0.0,0,no_wiki_result
692,Iglesias is seen reaching for the drone in this photo from Saturday s concert,Fake,Iglesias,0.0,0.5,0.5,0.0,0,no_wiki_result
693,Red Cross staff assist a woman in Nairobi after she viewed the body of a relative killed in the attack,Fake,Red Cross|Nairobi,0.0,0.5,0.5,0.0,0,no_wiki_result
694,Amarsanaa Batsuren who moved from London to work at the opencast mine at Tavan Tolgoi,Fake,Amarsanaa Batsuren|London|Tavan Tolgoi,0.0,0.5,0.5,0.0,0,no_wiki_result
695,Barack Obama the US president meets with Hu Jintao China s president at the G20 Summit in Seoul last month,Fake,Barack Obama|US|Hu Jintao|China,0.0,0.5,0.5,0.0,0,no_wiki_result
696,Anthony and Nuggets coach George Karl had an occasionally combative but generally very strong relationship during their years together,Fake,Anthony|Nuggets|George Karl,0.0,0.5,0.5,0.0,0,no_wiki_result
697,Joe Biden and his son Beau acknowledge the crowd during the Democratic National Convention in 2008,Fake,Joe Biden|Beau|the Democratic National Convention,0.0,0.5,0.5,0.0,0,no_wiki_result
698,Robert ONeill a former Navy SEAL Team 6 member poses for a photo in Butte Mont on Dec 20 2013,Fake,Robert ONeill|Navy SEAL Team 6|Butte Mont,0.0,0.5,0.5,0.0,0,no_wiki_result
699,Thein Sein s government has surprised the west by opening up elections to the Aung San Suu Kyi s opposition party,Fake,Thein Sein s,0.0,0.5,0.5,0.0,0,no_wiki_result
700,The final emails were released a day before Hillary Clinton competes in 11 Democratic primary contests on Super Tuesday,Fake,Hillary Clinton|Democratic|Super Tuesday,0.0,0.5,0.5,0.0,0,no_wiki_result
701,Andy Murray returns the ball to YenHsun Lu he won comfortably also in straight sets,Fake,Andy Murray|YenHsun Lu,0.0,0.5,0.5,0.0,0,no_wiki_result
702,Alex Salmond giving his last speech as leader of the Scottish National Party 14 November 2014,Fake,Alex Salmond|the Scottish National Party,0.0,0.5,0.5,0.0,0,no_wiki_result
703,Presumptive Republican presidential nominee Donald Trump speaks in New York on June 22 2016,Fake,Republican|Donald Trump|New York,0.0,0.5,0.5,0.0,0,no_wiki_result
704,Donald Trump speaks at a rally Saturday Oct 1 2016 in Manheim Pa,Fake,Donald Trump|Manheim Pa,0.0,0.5,0.5,0.0,0,no_wiki_result
705,Hillary Clinton listens to a question from the audience during a community forum about substance abuse in Keene New Hampshire,Fake,Hillary Clinton|Keene|Hampshire,0.0,0.5,0.5,0.0,0,no_wiki_result
706,Pope Francis kisses a child during a mass at Daejeon,Fake,Francis|Daejeon,0.0,0.5,0.5,0.0,0,no_wiki_result
707,US President Barack Obama waves as he boards a plane to leave Belgium at the military airport in Melsbroek on June 5 2014,Fake,US|Barack Obama|Belgium|Melsbroek,0.0,0.5,0.5,0.0,0,no_wiki_result
708,Romney on the campaign trail in Iowa,Fake,Romney|Iowa,0.0,0.5,0.5,0.0,0,no_wiki_result
709,George Osborne visits a Siemens plant,Fake,George Osborne|Siemens,0.0,0.5,0.5,0.0,0,no_wiki_result
710,This photo released by Genevieve de Manio Photography shows the Clintons celebrating the wedding of Marc Mezvinsky and Chelsea Clinton on July 31 2010 in Rhinebeck NY,Fake,Genevieve de Manio Photography|Clintons|Marc Mezvinsky|Chelsea Clinton,0.0,0.5,0.5,0.0,0,no_wiki_result
711,Prince William and the Duchess of Cambridge visit a young players rugby tournament at Forsyth Barr stadium in Dunedin New Zealand,Fake,Prince William|Cambridge|Forsyth Barr|Dunedin,0.0,0.5,0.5,0.0,0,no_wiki_result
712,President Obama at a Twitter town hall in 2011,Fake,Obama|Twitter,0.0,0.5,0.5,0.0,0,no_wiki_result
713,American Dustin Johnson lines up a putt on the 17th hole,Fake,American|Dustin Johnson,0.0,0.5,0.5,0.0,0,no_wiki_result
714,George Osborne at the European Council in Brussels on Tuesday He has pledged to sell Lloyds shares in flashier fashion,Fake,George Osborne|the European Council|Brussels|Lloyds,0.0,0.5,0.5,0.0,0,no_wiki_result
715,With crowds of supporters waiting for her Democratic presidential candidate Hillary Clinton stopped at a coffee house in Mount Vernon Iowa on April 14,Fake,Democratic|Hillary Clinton|Mount Vernon Iowa,0.0,0.5,0.5,0.0,0,no_wiki_result
716,Betty Ford President Gerald Ford s better half in a portrait that was part of a museum exhibit,Fake,Betty Ford|Gerald Ford,0.0,0.5,0.5,0.0,0,no_wiki_result
717,Ben Affleck arrives at the world premiere of The Accountant at the TCL Chinese Theatre,Fake,Ben Affleck|Chinese,0.0,0.5,0.5,0.0,0,no_wiki_result
